row_id,task_id,condition,model,run_dir,spec_path,workspace_path,score_path,deterministic_grader_pass,deterministic_partial,haiku45_verdict,g3flash_verdict,gpt54mini_verdict,human_rater_id,human_verdict,human_reason,time_spent_sec
R0049,INC4_dns_miscfg,team_no_plan,lb100_gpt5mini_5cond_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/INC4_dns_miscfg/20260421_093109_618f9589,/u/ybkim95/TeamBench/tasks/INC4_dns_miscfg/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/INC4_dns_miscfg/20260421_093109_618f9589/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/INC4_dns_miscfg/20260421_093109_618f9589/reports/score.json,True,1.0,PASS,PASS,PASS,,,,
R0050,CROSS3_protocol_bridge,full,lb100_gpt5mini_5cond_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CROSS3_protocol_bridge/20260421_124338_81ce922c,/u/ybkim95/TeamBench/tasks/CROSS3_protocol_bridge/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CROSS3_protocol_bridge/20260421_124338_81ce922c/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CROSS3_protocol_bridge/20260421_124338_81ce922c/reports/score.json,True,1.0,PASS,PASS,PASS,,,,
R0051,NEG1_tradeoff_config,oracle,gemini-3.1-pro-preview,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/NEG1_tradeoff_config/20260412_004738_a4df4cfb,/u/ybkim95/TeamBench/tasks/NEG1_tradeoff_config/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/NEG1_tradeoff_config/20260412_004738_a4df4cfb/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/NEG1_tradeoff_config/20260412_004738_a4df4cfb/reports/score.json,False,0.6,FAIL,FAIL,FAIL,,,,
R0052,SCALE1_codebase_migration,restricted,openrouter:anthropic/claude-opus-4.7,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/SCALE1_codebase_migration/20260424_183922_48415d26,/u/ybkim95/TeamBench/tasks/SCALE1_codebase_migration/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/SCALE1_codebase_migration/20260424_183922_48415d26/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/SCALE1_codebase_migration/20260424_183922_48415d26/reports/score.json,False,0.43,FAIL,FAIL,FAIL,,,,
R0053,CROSS3_protocol_bridge,team_no_verify,openrouter:anthropic/claude-sonnet-4.6,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CROSS3_protocol_bridge/20260422_233308_41a95968,/u/ybkim95/TeamBench/tasks/CROSS3_protocol_bridge/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CROSS3_protocol_bridge/20260422_233308_41a95968/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CROSS3_protocol_bridge/20260422_233308_41a95968/reports/score.json,False,0.0,FAIL,PASS,FAIL,,,,
R0054,P2_spec_arbitration,full,lb100_gpt54_oraclefull_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/P2_spec_arbitration/20260414_042613_59fab4e7,/u/ybkim95/TeamBench/tasks/P2_spec_arbitration/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/P2_spec_arbitration/20260414_042613_59fab4e7/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/P2_spec_arbitration/20260414_042613_59fab4e7/reports/score.json,False,0.5,FAIL,FAIL,FAIL,,,,
R0055,GH7_fixture_scope_leak,team_no_verify,lb100_sonnet46_3cond_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/GH7_fixture_scope_leak/20260423_050340_293a2673,/u/ybkim95/TeamBench/tasks/GH7_fixture_scope_leak/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/GH7_fixture_scope_leak/20260423_050340_293a2673/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/GH7_fixture_scope_leak/20260423_050340_293a2673/reports/score.json,False,0.7,FAIL,FAIL,FAIL,,,,
R0056,IR3_multi_source,team_no_verify,lb100_qwen3-8b-or_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/IR3_multi_source/20260425_005719_6ad979f0,/u/ybkim95/TeamBench/tasks/IR3_multi_source/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/IR3_multi_source/20260425_005719_6ad979f0/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/IR3_multi_source/20260425_005719_6ad979f0/reports/score.json,False,0.23,FAIL,FAIL,FAIL,,,,
R0057,TEST2_regression,restricted,lb100_sonnet46_3cond_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/TEST2_regression/20260420_161109_c4ae07f5,/u/ybkim95/TeamBench/tasks/TEST2_regression/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/TEST2_regression/20260420_161109_c4ae07f5/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/TEST2_regression/20260420_161109_c4ae07f5/reports/score.json,False,0.0,FAIL,FAIL,FAIL,,,,
R0058,INT1_pipeline_repair,team_no_plan,lb100_gpt5mini_5cond_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/INT1_pipeline_repair/20260421_093357_4fb1704a,/u/ybkim95/TeamBench/tasks/INT1_pipeline_repair/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/INT1_pipeline_repair/20260421_093357_4fb1704a/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/INT1_pipeline_repair/20260421_093357_4fb1704a/reports/score.json,False,0.5,FAIL,FAIL,FAIL,,,,
R0059,CRYPTO4_kdf_migration,team_no_plan,lb100_haiku45_3cond_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CRYPTO4_kdf_migration/20260422_053533_95bcf59a,/u/ybkim95/TeamBench/tasks/CRYPTO4_kdf_migration/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CRYPTO4_kdf_migration/20260422_053533_95bcf59a/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CRYPTO4_kdf_migration/20260422_053533_95bcf59a/reports/score.json,False,0.0,FAIL,PASS,PASS,,,,
R0060,CR4_api_review,full,lb100_gpt-oss-20b_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CR4_api_review/20260424_020446_33f629ef,/u/ybkim95/TeamBench/tasks/CR4_api_review/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CR4_api_review/20260424_020446_33f629ef/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CR4_api_review/20260424_020446_33f629ef/reports/score.json,False,0.19,FAIL,FAIL,FAIL,,,,
R0061,P4_data_retention,team_no_verify,lb100_sonnet46_3cond_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/P4_data_retention/20260423_024548_b5946ccc,/u/ybkim95/TeamBench/tasks/P4_data_retention/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/P4_data_retention/20260423_024548_b5946ccc/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/P4_data_retention/20260423_024548_b5946ccc/reports/score.json,False,0.93,FAIL,FAIL,FAIL,,,,
R0062,SCALE1_codebase_migration,full,claude-haiku-4-5-20251001,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/SCALE1_codebase_migration/20260420_020135_b483bdd7,/u/ybkim95/TeamBench/tasks/SCALE1_codebase_migration/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/SCALE1_codebase_migration/20260420_020135_b483bdd7/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/SCALE1_codebase_migration/20260420_020135_b483bdd7/reports/score.json,False,0.64,FAIL,FAIL,FAIL,,,,
R0063,TRAP1_spec_conflict,team_no_verify,lb100_opus47_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/TRAP1_spec_conflict/20260424_193655_f1acc993,/u/ybkim95/TeamBench/tasks/TRAP1_spec_conflict/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/TRAP1_spec_conflict/20260424_193655_f1acc993/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/TRAP1_spec_conflict/20260424_193655_f1acc993/reports/score.json,True,1,PASS,PASS,PASS,,,,
R0064,CRYPTO5_tls_config,oracle,lb100_gpt-oss-20b_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CRYPTO5_tls_config/20260420_144512_5ab166df,/u/ybkim95/TeamBench/tasks/CRYPTO5_tls_config/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CRYPTO5_tls_config/20260420_144512_5ab166df/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CRYPTO5_tls_config/20260420_144512_5ab166df/reports/score.json,False,0.9,FAIL,FAIL,FAIL,,,,
R0065,D4_data_pipeline,restricted,lb100_gpt5mini_5cond_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/D4_data_pipeline/20260421_071044_d131d633,/u/ybkim95/TeamBench/tasks/D4_data_pipeline/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/D4_data_pipeline/20260421_071044_d131d633/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/D4_data_pipeline/20260421_071044_d131d633/reports/score.json,False,0.94,FAIL,FAIL,FAIL,,,,
R0066,TRAP5_security_theater,full,lb100_qwen3-4b_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/TRAP5_security_theater/20260417_150853_107bb135,/u/ybkim95/TeamBench/tasks/TRAP5_security_theater/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/TRAP5_security_theater/20260417_150853_107bb135/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/TRAP5_security_theater/20260417_150853_107bb135/reports/score.json,False,0.0,FAIL,PASS,FAIL,,,,
R0067,SCALE1_codebase_migration,full,openrouter:qwen/qwen3-14b,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/SCALE1_codebase_migration/20260428_073228_1d6d3503,/u/ybkim95/TeamBench/tasks/SCALE1_codebase_migration/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/SCALE1_codebase_migration/20260428_073228_1d6d3503/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/SCALE1_codebase_migration/20260428_073228_1d6d3503/reports/score.json,False,0.0,FAIL,PASS,FAIL,,,,
R0068,INT1_pipeline_repair,oracle,lb100_gpt5mini_5cond_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/INT1_pipeline_repair/20260421_061132_e5e91381,/u/ybkim95/TeamBench/tasks/INT1_pipeline_repair/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/INT1_pipeline_repair/20260421_061132_e5e91381/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/INT1_pipeline_repair/20260421_061132_e5e91381/reports/score.json,False,0.75,FAIL,FAIL,FAIL,,,,
R0069,GH11_middleware_order,oracle,lb100_qwen3-8b-or_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/GH11_middleware_order/20260424_045123_fdfda9e5,/u/ybkim95/TeamBench/tasks/GH11_middleware_order/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/GH11_middleware_order/20260424_045123_fdfda9e5/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/GH11_middleware_order/20260424_045123_fdfda9e5/reports/score.json,False,0.91,FAIL,FAIL,FAIL,,,,
R0070,CROSS6_grpc_rest_bridge,full,lb100_gpt-5.4-mini_oraclefull_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CROSS6_grpc_rest_bridge/20260417_092345_854eab1e,/u/ybkim95/TeamBench/tasks/CROSS6_grpc_rest_bridge/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CROSS6_grpc_rest_bridge/20260417_092345_854eab1e/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CROSS6_grpc_rest_bridge/20260417_092345_854eab1e/reports/score.json,False,0.0,FAIL,PASS,FAIL,,,,
R0071,DIST2_consensus_partition,restricted,gpt-5.4-mini,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/DIST2_consensus_partition/20260421_071446_065c236a,/u/ybkim95/TeamBench/tasks/DIST2_consensus_partition/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/DIST2_consensus_partition/20260421_071446_065c236a/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/DIST2_consensus_partition/20260421_071446_065c236a/reports/score.json,False,0.5,FAIL,FAIL,FAIL,,,,
R0072,CROSS7_config_drift,team_no_plan,lb100_opus47_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CROSS7_config_drift/20260425_191130_297895d3,/u/ybkim95/TeamBench/tasks/CROSS7_config_drift/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CROSS7_config_drift/20260425_191130_297895d3/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CROSS7_config_drift/20260425_191130_297895d3/reports/score.json,False,0.6,FAIL,FAIL,FAIL,,,,
R0073,CRYPTO3_cert_chain,team_no_plan,claude-haiku-4-5-20251001,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CRYPTO3_cert_chain/20260422_051920_b908ad7a,/u/ybkim95/TeamBench/tasks/CRYPTO3_cert_chain/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CRYPTO3_cert_chain/20260422_051920_b908ad7a/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CRYPTO3_cert_chain/20260422_051920_b908ad7a/reports/score.json,False,0.0,FAIL,FAIL,FAIL,,,,
R0074,MULTI5_deploy_pipeline,restricted,lb100_gpt-oss-120b_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/MULTI5_deploy_pipeline/20260423_153320_658d23b1,/u/ybkim95/TeamBench/tasks/MULTI5_deploy_pipeline/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/MULTI5_deploy_pipeline/20260423_153320_658d23b1/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/MULTI5_deploy_pipeline/20260423_153320_658d23b1/reports/score.json,False,0.5,FAIL,FAIL,FAIL,,,,
R0075,DIST1_queue_race,team_no_verify,gpt-5.4-mini,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/DIST1_queue_race/20260421_111043_f3f8d6e9,/u/ybkim95/TeamBench/tasks/DIST1_queue_race/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/DIST1_queue_race/20260421_111043_f3f8d6e9/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/DIST1_queue_race/20260421_111043_f3f8d6e9/reports/score.json,False,0.5,FAIL,FAIL,FAIL,,,,
R0076,NEG1_tradeoff_config,full,lb100_gpt5mini_5cond_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/NEG1_tradeoff_config/20260421_135938_c9f0b189,/u/ybkim95/TeamBench/tasks/NEG1_tradeoff_config/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/NEG1_tradeoff_config/20260421_135938_c9f0b189/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/NEG1_tradeoff_config/20260421_135938_c9f0b189/reports/score.json,False,0.8,FAIL,FAIL,FAIL,,,,
R0077,SCALE1_codebase_migration,team_no_plan,gpt-5.4,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/SCALE1_codebase_migration/20260422_072858_b03af386,/u/ybkim95/TeamBench/tasks/SCALE1_codebase_migration/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/SCALE1_codebase_migration/20260422_072858_b03af386/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/SCALE1_codebase_migration/20260422_072858_b03af386/reports/score.json,False,0.0,FAIL,PASS,FAIL,,,,
R0078,PIPE3_msg_queue,restricted,gemini-3-flash-preview,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/PIPE3_msg_queue/20260420_063344_42b39e86,/u/ybkim95/TeamBench/tasks/PIPE3_msg_queue/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/PIPE3_msg_queue/20260420_063344_42b39e86/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/PIPE3_msg_queue/20260420_063344_42b39e86/reports/score.json,False,0.85,FAIL,FAIL,FAIL,,,,
R0079,GH7_fixture_scope_leak,oracle,lb100_qwen35-0.8b_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/GH7_fixture_scope_leak/20260420_134617_9b837322,/u/ybkim95/TeamBench/tasks/GH7_fixture_scope_leak/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/GH7_fixture_scope_leak/20260420_134617_9b837322/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/GH7_fixture_scope_leak/20260420_134617_9b837322/reports/score.json,False,0.0,FAIL,FAIL,PASS,,,,
R0080,NEG1_tradeoff_config,team_no_plan,lb100_qwen3-14b-or_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/NEG1_tradeoff_config/20260425_095425_b0b7267c,/u/ybkim95/TeamBench/tasks/NEG1_tradeoff_config/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/NEG1_tradeoff_config/20260425_095425_b0b7267c/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/NEG1_tradeoff_config/20260425_095425_b0b7267c/reports/score.json,False,0.3,FAIL,FAIL,FAIL,,,,
R0081,PIPE3_stream_processing,oracle,lb100_qwen3-32b-or_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/PIPE3_stream_processing/20260424_160030_5f9dadb7,/u/ybkim95/TeamBench/tasks/PIPE3_stream_processing/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/PIPE3_stream_processing/20260424_160030_5f9dadb7/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/PIPE3_stream_processing/20260424_160030_5f9dadb7/reports/score.json,False,0,FAIL,PASS,PASS,,,,
R0082,CROSS2_schema_evolution,oracle,lb100_qwen3-8b-or_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CROSS2_schema_evolution/20260422_043537_5e1fb12b,/u/ybkim95/TeamBench/tasks/CROSS2_schema_evolution/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CROSS2_schema_evolution/20260422_043537_5e1fb12b/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CROSS2_schema_evolution/20260422_043537_5e1fb12b/reports/score.json,False,0,FAIL,PASS,PASS,,,,
R0083,CR6_review_checklist,team_no_plan,openrouter:qwen/qwen3-32b,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CR6_review_checklist/20260425_131022_e1389612,/u/ybkim95/TeamBench/tasks/CR6_review_checklist/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CR6_review_checklist/20260425_131022_e1389612/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CR6_review_checklist/20260425_131022_e1389612/reports/score.json,False,0.55,FAIL,FAIL,FAIL,,,,
R0084,RDS17_macro_spurious,oracle,lb100_opus47_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/RDS17_macro_spurious/20260424_020455_bf72d24d,/u/ybkim95/TeamBench/tasks/RDS17_macro_spurious/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/RDS17_macro_spurious/20260424_020455_bf72d24d/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/RDS17_macro_spurious/20260424_020455_bf72d24d/reports/score.json,True,1,PASS,PASS,PASS,,,,
R0085,TRAP3_metric_mirage,full,lb100_haiku45_oraclefull_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/TRAP3_metric_mirage/20260416_085406_2faea837,/u/ybkim95/TeamBench/tasks/TRAP3_metric_mirage/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/TRAP3_metric_mirage/20260416_085406_2faea837/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/TRAP3_metric_mirage/20260416_085406_2faea837/reports/score.json,False,0.0,FAIL,FAIL,FAIL,,,,
R0086,INC10_rollback_plan,team_no_verify,lb100_qwen3-14b_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/INC10_rollback_plan/20260423_121446_764800da,/u/ybkim95/TeamBench/tasks/INC10_rollback_plan/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/INC10_rollback_plan/20260423_121446_764800da/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/INC10_rollback_plan/20260423_121446_764800da/reports/score.json,False,0.4,FAIL,FAIL,FAIL,,,,
R0087,DIST1_queue_race,team_no_verify,lb100_gemini-3.1-pro-preview_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/DIST1_queue_race/20260413_024707_17779361,/u/ybkim95/TeamBench/tasks/DIST1_queue_race/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/DIST1_queue_race/20260413_024707_17779361/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/DIST1_queue_race/20260413_024707_17779361/reports/score.json,False,0.9167,FAIL,FAIL,FAIL,,,,
R0088,CROSS2_schema_evolution,full,lb100_gpt-5.4-nano_oraclefull_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CROSS2_schema_evolution/20260417_025857_5db9dda2,/u/ybkim95/TeamBench/tasks/CROSS2_schema_evolution/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CROSS2_schema_evolution/20260417_025857_5db9dda2/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CROSS2_schema_evolution/20260417_025857_5db9dda2/reports/score.json,True,1.0,PASS,PASS,PASS,,,,
R0089,MULTI2_microservice_debug,restricted,lb100_gemma4-31b_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/MULTI2_microservice_debug/20260420_132246_52cf62f2,/u/ybkim95/TeamBench/tasks/MULTI2_microservice_debug/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/MULTI2_microservice_debug/20260420_132246_52cf62f2/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/MULTI2_microservice_debug/20260420_132246_52cf62f2/reports/score.json,False,0.7,FAIL,FAIL,FAIL,,,,
R0090,TRAP1_spec_conflict,team_no_plan,claude-haiku-4-5-20251001,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/TRAP1_spec_conflict/20260420_052441_9999258c,/u/ybkim95/TeamBench/tasks/TRAP1_spec_conflict/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/TRAP1_spec_conflict/20260420_052441_9999258c/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/TRAP1_spec_conflict/20260420_052441_9999258c/reports/score.json,True,1.0,PASS,PASS,PASS,,,,
R0091,DIST1_queue_race,full,openrouter:qwen/qwen3-14b,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/DIST1_queue_race/20260426_190434_360f28d2,/u/ybkim95/TeamBench/tasks/DIST1_queue_race/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/DIST1_queue_race/20260426_190434_360f28d2/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/DIST1_queue_race/20260426_190434_360f28d2/reports/score.json,False,0.9167,FAIL,FAIL,FAIL,,,,
R0092,TEST4_property,team_no_plan,gemini-3.1-pro-preview,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/TEST4_property/20260414_191909_bc8aaed4,/u/ybkim95/TeamBench/tasks/TEST4_property/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/TEST4_property/20260414_191909_bc8aaed4/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/TEST4_property/20260414_191909_bc8aaed4/reports/score.json,False,0.86,FAIL,FAIL,FAIL,,,,
R0093,INT1_pipeline_repair,restricted,lb100_qwen3-32b-or_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/INT1_pipeline_repair/20260424_221511_21362835,/u/ybkim95/TeamBench/tasks/INT1_pipeline_repair/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/INT1_pipeline_repair/20260424_221511_21362835/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/INT1_pipeline_repair/20260424_221511_21362835/reports/score.json,False,0.17,FAIL,FAIL,FAIL,,,,
R0094,PIPE3_stream_processing,team_no_plan,gpt-5.4,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/PIPE3_stream_processing/20260422_044619_bed50457,/u/ybkim95/TeamBench/tasks/PIPE3_stream_processing/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/PIPE3_stream_processing/20260422_044619_bed50457/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/PIPE3_stream_processing/20260422_044619_bed50457/reports/score.json,True,1.0,PASS,PASS,PASS,,,,
R0095,P3_access_control,full,vllm:google/gemma-4-31B-it@http://localhost:8006/v1,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/P3_access_control/20260421_180214_04bfd7ca,/u/ybkim95/TeamBench/tasks/P3_access_control/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/P3_access_control/20260421_180214_04bfd7ca/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/P3_access_control/20260421_180214_04bfd7ca/reports/score.json,False,0.0,FAIL,FAIL,FAIL,,,,
R0096,INT1_pipeline_repair,team_no_verify,vllm:google/gemma-4-31B-it@http://localhost:8006/v1,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/INT1_pipeline_repair/20260420_204242_211f9b49,/u/ybkim95/TeamBench/tasks/INT1_pipeline_repair/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/INT1_pipeline_repair/20260420_204242_211f9b49/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/INT1_pipeline_repair/20260420_204242_211f9b49/reports/score.json,False,0.83,FAIL,FAIL,FAIL,,,,
